timestamp,mean_dba,max_dba,min_dba,events_number,snoring_events_number,snore_label,sample_duration
2023-10-19T00:00:00,50,64,29,2,0,0,30
2023-10-19T00:00:30,30,37,29,0,0,0,30
2023-10-19T00:01:00,34,49,29,3,0,0,30
2023-10-19T00:01:30,31,42,29,2,0,0,30
2023-10-19T00:02:00,30,34,29,0,0,0,30
2023-10-19T00:02:30,31,44,29,3,0,0,30
2023-10-19T00:03:00,30,31,29,0,0,0,30
2023-10-19T00:03:30,30,32,29,0,0,0,30
2023-10-19T00:04:00,30,34,29,1,0,0,30
2023-10-19T00:04:30,30,31,29,0,0,0,30
2023-10-19T00:05:00,30,34,29,2,0,0,30
2023-10-19T00:05:30,30,32,29,0,0,0,30
2023-10-19T00:06:00,30,34,29,1,0,0,30
2023-10-19T00:06:30,30,33,29,0,0,0,30
2023-10-19T00:07:00,30,31,29,0,0,0,30
2023-10-19T00:07:30,31,43,29,1,0,0,30
2023-10-19T00:08:00,30,39,29,1,0,0,30
2023-10-19T00:08:30,31,49,29,1,1,0,30
2023-10-19T00:09:00,30,31,29,0,0,0,30
2023-10-19T00:09:30,30,33,29,0,0,0,30
2023-10-19T00:10:00,30,34,29,1,0,0,30
2023-10-19T00:10:30,30,31,29,4,0,0,30
2023-10-19T00:11:00,30,34,29,0,0,0,30
2023-10-19T00:11:30,30,34,29,0,0,0,30
2023-10-19T00:12:00,30,34,29,0,0,0,30
2023-10-19T00:12:30,33,54,29,0,0,0,30
2023-10-19T00:13:00,30,32,29,0,0,0,30
2023-10-19T00:13:30,30,33,29,0,0,0,30
2023-10-19T00:14:00,30,30,29,0,0,0,30
2023-10-19T00:14:30,30,31,29,0,0,0,30
2023-10-19T00:15:00,30,31,29,0,0,0,30
2023-10-19T00:15:30,30,34,29,1,0,0,30
2023-10-19T00:16:00,30,41,29,0,0,0,30
2023-10-19T00:16:30,30,36,29,1,0,0,30
2023-10-19T00:17:00,30,40,29,2,0,0,30
2023-10-19T00:17:30,30,31,29,0,0,0,30
2023-10-19T00:18:00,30,32,29,0,0,0,30
2023-10-19T00:18:30,30,30,29,0,0,0,30
